10	0
20	0
30	0
40	0
50	0.0014
60	0.0014
80	0.0028
110	0.0028
140	0.0028
150	0.0028
160	0.0028
170	0.0041
180	0.0041
190	0.0041
200	0.0041
210	0.0041
220	0.0041
230	0.0055
250	0.0055
260	0.0069
270	0.0069
280	0.0069
290	0.0083
300	0.0083
310	0.0083
320	0.0083
330	0.0097
340	0.0097
350	0.0097
360	0.0097
370	0.0097
380	0.0097
390	0.0097
400	0.0097
410	0.0097
420	0.0097
430	0.0097
440	0.0097
450	0.0097
460	0.0097
470	0.0097
480	0.0097
490	0.0097
500	0.0097
510	0.0097
520	0.0097
530	0.0097
540	0.0097
550	0.0097
560	0.0097
570	0.0097
580	0.0097
590	0.0097
600	0.0097
610	0.0097
620	0.0097
630	0.0097
640	0.0097
650	0.0097
660	0.0097
670	0.0097
680	0.0097
690	0.0097
700	0.0097
710	0.0097
720	0.0097
730	0.0097
740	0.0097
750	0.0097
760	0.0097
770	0.0097
780	0.0097
790	0.0097
800	0.0097
810	0.0097
820	0.0097
830	0.0097
840	0.0097
850	0.0097
860	0.0097
870	0.0097
880	0.0097
890	0.0097
900	0.0097
910	0.0097
920	0.0097
930	0.0097
940	0.0097
950	0.0097
960	0.0097
970	0.0097
980	0.0097
990	0.0097
1000	0.0097
1010	0.0097
1020	0.0097
1030	0.0097
1040	0.0097
1050	0.0097
1060	0.0097
1070	0.0097
1080	0.0097
1090	0.0097
1100	0.0097
1110	0.0097
1120	0.0097
1130	0.0097
1140	0.0097
1150	0.0097
1160	0.0097
1180	0.0097
1190	0.011
1200	0.0097
1210	0.011
1220	0.011
1230	0.011
1240	0.011
1250	0.0124
1260	0.0124
1270	0.0138
1280	0.0138
1290	0.0152
1300	0.0152
1310	0.0166
1320	0.0166
1330	0.018
1340	0.0193
1350	0.0207
1360	0.0207
1370	0.0221
1380	0.0221
1390	0.0221
1400	0.0235
1410	0.0235
1420	0.0235
1430	0.0235
1440	0.0235
1450	0.0235
1460	0.0235
1470	0.0235
1480	0.0235
1490	0.0235
1500	0.0235
1510	0.0249
1520	0.0249
1530	0.0262
1540	0.0276
1550	0.0304
1560	0.0304
1570	0.0331
1580	0.0345
1590	0.0345
1600	0.0359
1610	0.0373
1620	0.0373
1630	0.0373
1640	0.0387
1650	0.0387
1660	0.0401
1670	0.0401
1680	0.0414
1690	0.0428
1700	0.0456
1710	0.047
1720	0.0483
1730	0.0483
1740	0.0497
1750	0.0511
1760	0.0525
1770	0.0525
1780	0.0525
1790	0.0552
1800	0.0566
1810	0.058
1820	0.0594
1830	0.0608
1840	0.0622
1850	0.0635
1860	0.0649
1890	0.0691
1910	0.0691
1920	0.0718
1930	0.0732
1940	0.0746
1950	0.0773
1990	0.0801
2000	0.0815
2010	0.0815
2020	0.0829
2030	0.0829
2040	0.087
2050	0.0898
2060	0.0912
2090	0.0939
2100	0.0953
2110	0.0967
2120	0.0981
2140	0.1008
2150	0.1008
2170	0.1036
